#Firma                                            Art      Vorw.     0130+
#-------------------------------------------------------------------------------
Multi Express - Existenzgruendung Schluesseldienst                  +9555
Multi Transport                                                     +811700
Mundi Pharma, Infoline                                              +855111
Munz, Spedition Hans Munz                                           +6502
MVK GmbH Touristik                                                  +9190
MW Computer, Freiburg                                               +2442
Nassauische Sparkasse, Serviceteam                                  +850808
National Bank of Fort Sam, Houston,                                 +811291
National City Bank, Indiana                                         +810551
National Pen                                                        +810046
Natur Magazin Abo                                                   +3373
Natur, Zeitschrift                                                  +3173
NCR Geschaeftsstelle Augsburg, techn. Kundenservic                  +860717
NCR GmbH                                                            +824054
NCR GmbH, Augsburg, Fernunterstuetzungszentrum                      +855656
NEC                                                                 +7704
NEC Info: Drucker, Monitore, PCs                                    +858788
Nelly's Food                                                        +817119
NET Technical Assistance Center                                     +810806
Network Technologies Inc.                                           +811234
Neue Mode Leserservice                                              +5905
Neue Zeit, Leserservice                                             +860922
Neumueller GmbH Elektronik                                          +4044
New MS Marketing (?)                                                +817851
Newcam                                                              +812043
Newhard Cook                                                        +810681
News 89,4 MHz, Radiosender Neuss                                    +3566
News International                                                  +852027
NGZ Geldzaehlmaschinen GmbH & Co Vertriebs-KG                       +3385
Nielsen Maktforschung Heidekampsweg 74, 20097 Hamburg               +835313
Nielsen Marketing Research GmbH, Frankfurt                          +9229
Niemann Zentrale, Manfred J.C. Metall-Haendler                      +5181
Nintendo Kundendienst Europa                                        +5806
Nintendo, Konsumenten- und Spielberatung                            +5632
Nissan Motor Deutschland GmbH, Neuss                                +858983
Nissan Pan Europe Service                                           +838380
Nivea Visage Beratungstelefon                                       +3030
Nixdorf Computer AG Support Center Paderborn                        +4790
Nokia Ersatzteil-/Kundendienst, Bochum                              +7530
Nokia Unterhaltungselektronik GmbH, Pforzheim                       +839839
Nolte GmbH Muelheim/Ruhr                                            +827799
Norddeutsche Klassenlotterie (NKL)                                  +6850
NordicTrack GmbH (ExerSkier Fitness), Ettlingen                     +3901
Nordmark Arzneimittel GmbH, Uetersen (Werbeansage)                  +2297
Nordmende (Infos zur Rueckrufaktion)                                +845307
Nordstern KFZ-Versicherung                           NR             +7475
Nordstern Rat und Tat Versicherung                                  +7475
Noris Verbraucherbank                                               +2882
Noris Verbraucherbank                                               +5878
North American Health                                               +811042
Northwest Airlines Inc. Reservierungszentrale                       +9400
Notfallhilfe Kelsterbach e.V.                         (060,061,069) +821010
Notruf Partner Handwerksdienste                                     +7944
Notzentrale fuer Volvo-Fahrzeuge                                    +810300
Novonordisk Pharma GmbH, Mainz                                      +3863
NSA, Muenchen, Ansagen bzgl. Treffen                                +2629
NSA, Muenchen, Auftragsannahme                                      +2624
NT Tourist Commision, Reisebuero +49 69 720714      F?              +2626
OBI-Heimwerkertel.(Mo-Fr 16-21h, Sa/So 10-18h;MFV)                  +7654
OCE (?) Deutschland GmbH, Muelheim/Ruhr                             +863004
OCE Deutschland GmbH, technischer Kundendienst                      +843434
OCR Datentechnik Pixa Datentechnik                                  +7301
Odysseus Reisen GmbH General-Agentur                                +3088
Oeffentliche Sachversicherung Braunschweig                          +5565
Office Networks Inc.                                                +859572
OKAL Info-Service (Fertighaeuser)                                   +820732
OKI Info-Service                                                    +845510
Olivetti Direct                                                     +843300
Omniport Funkrufservice                                             +835835
OPEL Krefeld, Info Corsa                                            +6090
Opel Leasing Ruesselsheim, Serviceabteilung                         +6041
Open Age Promoter Inc (??) +1 ??? 2216310            VM             +816029
Optimus-Bank f. Finanzservice, 6 Frankfurt 71                       +848300
Oracle Kundendienst                                                 +5658
Orient-Express Hotels                                               +818923
Origins (Hautpflege)                                                +2707
Orion Versand, Flensburg                                            +862266
Orologie                                                            +5788
OSRAM GmbH WI, Muenchen "Licht zum Wohnen"                          +823182
OTISLINE / Fahrstuhlservice                                         +2407
OTT Federal MFV                                                     +810134
Overbruck Courier                             (nur manche Bereiche) +833933
OVP-Access-Server-01 DATA 14400                                     +830216
Owens Classic GmbH                                                  +6131
PA Consulting Serv. Paars GmbH, Personal Marketing                  +7100
Pacesetter Systems GmbH, Siemens Herzschrittm. Zen                  +6140
Pacific Data Products                                               +813685
Packard Bell                                                        +811689
Padborg Transit A/S, Spedition                                      +6689
Paine Webber                                                        +811468
Papier Info - Initative Umwelt&Papier                               +837353
Partner per Telefon                                                 +828828
Partner-Aktion Partnervermittlung                                   +2110
Partnerglueck Partnervermittlung                                    +2440
Partnertelefon                                                      +4440
Partnertelefon (Partnervermittlung)                                 +7000
Partnervermittl. Lebensgl. 4 Jahresz (49 40 68867                   +5900
Partnervermittlung                                                  +7667
PC Bestellservice                                                   +869922
PC-Notruf, Bremen                                                   +863988
Peek und Cloppenburg, Kundenservice (Bekleidung)                    +2111
Pelikan Goslar, Vertrieb Toner                                      +5670
Penta International, Hotelreservierungen                            +7976
Pepe Textiles GmbH, Ratingen                                        +836262
Persona service1 Ges. zur Ueberlassung von Personal fuer            +5501
Persona service2  Aushilfsposten und Teilzeitarbeit mbH & Co KG     +5501
Peter Stuyvesant - Neue Packung                                     +6545
Petra Frauenzeitschrift, Jahreszeiten-Verlag    geht keiner dran... +2715
Peugeot Deutschland, Info 306er                                     +3061
Peugeot Deutschland, Info 806er                                     +2806
Pharma Etalia Diaet Telefon Freibg +49 761 40130     AB             +852141
Pharmacia GmbH Anschluss 1          voruebergehend nicht erreichbar +3030
Pharmacia GmbH Anschluss 2                                          +5011
Philip Morris Produktservice                                        +830007
Philippine Airlines Zentralreservierung                             +2523
Philips Kommunikations Industrie AG Buero- u. Infosysteme           +2264
Philips Kundenbetreuung                                             +6677
Philips Medizin Systeme GmbH              (070,071,073-075,077,079) +2484
Philips Service Line, Rueckrufaktion Fernsehgeraet                  +7010
Philips technischer Kundendienst, Hamburg (MFV)                     +3868
Philips Verkaufs- und Servicestuetzpunkt Hessen Mitte               +7701
Phonak, Katalog ueber Hoercomputer/Kameras                          +847799
Phone Credit Institute                                              +817019
Phone Mail 'NewMedeco'?                              VM             +812129
Pilot Executive Software,                            VM             +819825
Pioneer Standard Electronics                                        +811293
PJC PRIVAT JET                                                      +5354
Poly Beratungstelefon                                               +6300
Porsche-Design, Salzburg                                            +2655
Port TELEKOM Information C-Netz/D1/Cityruf  24h                     +0171
PORTAS                                                    (022,026) +6055
Post Bundestpostministerium, Infoservice fuer FH-Absolventen        +0830
Post Jubilaeums-Shop                                                +3920
Post Postdienst - Auskunft zu neuen Postleitzahlen                  +5555
Post Postdienst Auskunftsstelle Auslandspostdienst (Zoll etc.)      +804141
Post Postdienst Telebriefzentrum                                    +0990
Post TELEKOM Annahme f. Konferenzschaltungen        F               +0162
Post Telekom Annahme fuer Konferenzschaltungen                      +0161
Post Telekom Ansagen fuer Mobilbox C-Netz                           +0334
Post Telekom Beratungsservice 0130                   F              +800120
Post TELEKOM Berufsinformation                                      +0282
Post TELEKOM Bildtelefon                                            +0522
Post TELEKOM BTX-Technische Beratung                                +0199
Post TELEKOM BTX/Telex-Beratung                                     +0198
Post TELEKOM D1-Test, Gewinnspiel                                   +2500
Post TELEKOM Datex-J Beratung                                       +0190
Post TELEKOM Deutschland Direkt Info                                +800021
Post Telekom Deutschland Direkt Service                             +804949
Post Telekom Dolmetscher-Service                                    +0116
Post TELEKOM EuroMessage Eingabe                                    +0300
Post TELEKOM Fernm.amt 2 Muenchen, Personalbuero                    +3177
Post TELEKOM Fernmeldezeugamt (FZA)                                 +0417
Post TELEKOM Fernmeldezeugamt Bremen                                +0127
Post TELEKOM Fernmeldezeugamt Euskirchen (ZES)                      +0550
Post TELEKOM Forschungs- u. Technologiezentrum Dar                  +800341
POST Telekom FTZ Darmstadt Dienstvermittlung                        +0206
Post TELEKOM Funkstoermesstelle Heilbronn                           +0323
Post TELEKOM Funkstoermesstelle Ulm                                 +0304
Post Telekom FZA Dssd ZIS Instands. v. TK-Anlagen                   +800521
Post TELEKOM FZA Hannover, Hotline                                  +800001
Post Telekom FZA Rottenburg, Baugr.- u. Geraetetau                  +0124
POST Telekom Generaldirektion Bonn Dienstvermittlu                  +0207
Post TELEKOM Geschaeftskundenberatung Rottweil (07                  +801080
Post TELEKOM Geschaeftskundenvertrieb                               +808181
Post TELEKOM Info ISDN Fernmeldeamt Heilbronn                       +809000
Post Telekom Infocenter                                             +6733
Post Telekom Information C-Netz/D1/Cityruf  24h                     +0171
Post Telekom Information ISDN                                       +808088
Post Telekom Information ISDN (FAX)                                 +808044
Post Telekom Information Phonecheck 91 (C-Netz-SW)                  +0173
Post TELEKOM Information Zeittakt Ostdeutschland                    +801180
Post TELEKOM Infoservice fuer TH Absolventen                        +0820
Post TELEKOM Infoservice Kabelfernsehen                             +0555
Post TELEKOM Infoservice Mobilfunk, City-Ruf, Eurosignal            +0174
Post TELEKOM Infoservice Personalmarketing                          +0800
Post TELEKOM Infoservice Telefonangebot                             +0105
Post TeLEKOM Interpak Global Data Communications                    +0422
Post TELEKOM ISDN-Betratung                                         +860508
Post TELEKOM Kundenberatung                                         +0200
Post TELEKOM MFV-Tonsender Testnummer                               +0333
Post Telekom Mobilbox-Beratung                                      +0172
Post TELEKOM Oberpostdirektion, Referat fuer berufliche Bildung     +0808
Post Telekom oertl. Geschaeftsk.vertr. Neustadt                     +0120
Post TELEKOM Pressestelle                                           +0249
Post TELEKOM Projektgruppe ISDN Trier 1                             +0500
Post TELEKOM Projektgruppe ISDN Trier 2                             +0505
Post TELEKOM Pruefton                                               +0811
POST Telekom Reserv.zentrale fuer Videokonforenz                    +0180
Post TELEKOM Rufton                                                 +0001
Post TELEKOM Seminare                                               +804411
Post TELEKOM Service                                                +0177
Post TELEKOM Service 130-Koordinierungsstelle        F              +0117
Post TELEKOM Service fuer Sprachkommunikation                       +0138
Post TELEKOM Service130 Beratungsteam OPD Hamburg                   +0150
Post TELEKOM Sp2  Essen: Annahme fuer Nicht-Teilnehmer              +0218
Post TELEKOM Sp3         Zugang fuer Teilnehmer                     +0219
Post TELEKOM Sp4  Berlin: Info                                      +0301
Post TELEKOM Sp5          Annahme fuer Nicht-Teilnehmer             +0318
Post TELEKOM Sp6          manuell                                   +0302
Post TELEKOM Sp7          Zugang fuer Teilnehmer                    +0319
Post TELEKOM Sp9            Annahme fuer Nicht-Teilnehmer           +0518
Post TELEKOM Spa  Hannover: Zugang fuer Teilnehmer                  +0501
Post TELEKOM SpA C-Netz-Sprachspeicherdienst Box 1                  +0335
Post TELEKOM SpB C-Netz-Sprachspeicherdienst Box 2                  +0336
Post TELEKOM SpC C-Netz-Sprachspeicherdienst Box 3                  +0337
Post TELEKOM SpD C-Netz-Sprachspeicherdienst Box 4                  +0338
Post TELEKOM Spezialvertrieb                                        +0233
Post TELEKOM Spezialvertrieb intern. Netze (ANIDA/SAVE) Koblenz     +0402
Post Telekom Spezialvertrieb Telekommunikationsanl                  +800138
POST TELEKOM Sprachkommunikation                                    +0101
Post TELEKOM techn. Auskuenfte schnurl. Telefone                    +0210
Post TELEKOM Technische Vertriebsberatung Essen                     +0201
Post TELEKOM Telecom-DDR (Ostdeutschland)                           +0144
Post TELEKOM Telefonkarten Versandservice                           +800222
Post Telekom Versand                                                +0151
Post TELEKOM Versand Fax-Bestellung                  F              +800104
Post TELEKOM Versand, Euskirchen                                    +0191
Post TELEKOM Vorfuehrgruppe TELEBOX beim FA Mannheim, H.Jakobi      +0401
POST Telekom Zentr. anm. u. Rechnungsst. f. KarTel                  +0149
Post TELEKOM zentr. Baugr.vers. ZIW Heusenstamm                     +0241
Post TELEKOM Zentralamt fuer Mobilfunk                              +0873
Post TELEKOM Zentralberatungsgruppe Birdie                          +0175
Post Telekom Zentrale ISDN-Beratung                                 +0202
Post TELEKOM Zentralwerkstaette Fernmeldezeugamt Heusenstamm        +0242
Post TELEKOM Zentralwerkstaetten FZA Heusenstamm                    +809090
Post TELEKOM Zentralwerkstaetten FZA Heusenstamm                    +809091
Post TELEKOM Zentralwerkstaetten FZA Heusenstamm                    +809092
Post TELEKOM Zentralwerkstaetten FZA Heusenstamm                    +809093
Post TELEKOM Zentralwerkstaetten FZA Heusenstamm                    +809094
Post TELEKOM Zentralwerkstaetten FZA Heusenstamm                    +809095
Post TELEKOM ZES Baugruppentausch Eusskirchen                       +0122
Post Telekom ZRP Videokonferenzen Stoerung                          +0511
Post Telekom, FZA Steinfurt, Baugruppruppentausch                   +0126
Post Telekom, zentrale Informationsstelle                           +801118
Postbank Infoservice                                                +0880
Postbank Infoservice (Ansage aktuelle Kondit.)                      +802222
Postbank Infoservice (Mo-Sa 8.00-2000)                              +7890
Postbank Infoservice Freistellungsauftraege HH                      +806522
Postbank Infoservice Freistellungsauftraege Muench                  +806533
Postbank-Card Info                                                  +801717
Premiere                                                            +6699
Premiere                                                            +850137
Premiere                                                            +850500
Premiere Service (gedacht fuer Haendler)                            +850404
Premium-Power (Fax dazu ist +31 20 6916728)                         +811788
Prima Reservations                                                  +854278
PRIME-Computer Service-Dispatch Wiesbaden                           +2753
Primus Public Relations, Herrsching                                 +827961
Princess Hotels                                                     +811462
Privater Pflegedienst D. Toll GmbH                                  +844060
Pro 7 Arabella-Hotline                                              +869595
Pro 7 Einstellservice                                               +7737
Pro Audio USA (MFV)                                                 +811009
Procter u. Gamble GmbH Handelskundenbetreuung                       +9070
Procter u. Gamble GmbH Verbraucherberatung                          +7718
Procter u. Gamble GmbH Verbraucherberatung II                       +2265
Procter u. Gamble, Abt. Handelskundenbetr. Pampers                  +4659
Procter u. Gamble, Verbraucherberatung (Lenor...)                   +2122
Procter u. Gamble-Telefon fuer REI: - 0130/2122                    +2212
Procter und Gamble, Credo-Informationsdienst                        +830283
Professional Cassette Center (Sprachkassetten)                      +811139
Progressive Insurance Co                                            +859913
Projector Recorder Belt Coorporation                                +812004
Provinzial Duesseldorf, Servicetelefon                              +7373
Provinzial Servive-Telefon                                          +5969
Provinzial Versicherungsanstalten der Rheinprovinz                  +3876
Provinzregierung Bologna, Service fuer Adria-Urlauber               +811155
PS-Team1 Peter Schmehl oHG                            (060,061,069) +823344
PSS Interservice                                                    +845335
PTS, Productivity through software, Manchester                      +817489
Puetz Umzuege                                                       +820920
Pynford South Warlies Park House                                    +811362
Pyramid Computer, Freiburg i. Br.                                   +3402
Quality Inns (Deutschland) GmbH Einzelreservierung                  +5522
Quantas Airways Frankfurt                                           +7747
Quantas Airways Lzd. Australien, Reservierung, Information          +7470
Quantum Corp. (MFV)                                                 +812029
Quantus Export                                                      +811256
Queen Hotels Reservation Department                                 +810655
Queens Hotel, Reservationen                                         +4433
Quelle Bank Kundeberater, Nuernberg (MFV)                           +2030
Quelle Bausparkasse, 8510 Fuerth                                    +7550
Quelle Kundenbetreuung                                              +3663
Quelle Lebensversicherungen, Fuerth (MFV)                           +7557
Quelle Versicherung AG, 8510 Fuerth (Q)                             +5656
R+V Versicherung, Betriebskrankenkasse                              +868622
R.C.M MAG-Lite Taschenlampen                         F              +812498
r.s.2 Hoererbeteiligung Berlin                                      +2254
Raab Karcher Waerme-/Tank-/Heiz-Technik GmbH Kndn u. Notd.    (062) +812222
Raabe Dr. GmbH Kapazitaetenvermittlung                              +864601
Racal-Milgo GmbH Kunden-Service                                     +3212
RACAL-REBAC Design-System GmbH                                      +4850
Radio Neandertal, Radiosender Duesseldorf                           +3567
Radio NRW Hoehrertelefon (Anrufbea.,zeitweise)                      +830940
Radio NRW Hoehrertelefon (zeitweise)                                +830930
Radisson Hotels International                                       +814442
Rafael Central Reservations                                         +4012
Ramada International Hotels & Resorts                               +812340
Rank Xerox GmbH, Fotokopierer                                       +828383
Rank Xerox GmbH, ServiceCenter                                      +7002
Raphael-Apotheke, homoeopatische Abteilung                          +821111
Ratiopharm GmbH Arzneimittel, Ulm, Apothekenserv.                   +4002
Raytheon                                                            +812146
Realty John Koester International                                   +810565
Recaro Autositze                                                    +3839
Reetsma Auftragsberatung                                            +3843
Regal Hotels International                                          +818881
Regent Hotelreservierung                                            +852332
Regent International Hotels Marketing-GmbH                          +2332
Regionalpresse Arbgemeinschaft reg. Abonnementzeitungen e.V.        +7790
Reichsfrhr. Raitz v. Frentz Weine GmbH                              +842929
Rein Elektronik                                                     +825737
Reinhold GmbH, Moebelspedition                                      +822906
ReiseForum                                                          +826376
Relexa Hotel Duesseldorf/Ratingen                                   +9110
Rema Hotelgruppe, Reservierungszentrale                             +3633
Remax                                                               +812102
Remax Group                                                         +811320
Remax Professional Realtiers                                        +810220
Remax Realestates Inc.                                              +810739
Renault                                                             +2828
Renault LKW-Service                                                 +2905
Rewe Supermarkt                                                     +833483
Rex Publishing Company                                              +811397
Reynolds Consumer Deutschland GmbH                                  +4032
Rheinische Post, Duesseldorf                                        +7887
Rheinzeitung Leserservice                                           +2022
Rhenus Sekt Dortmund                                                +825701
Richaedson Electronics (MFV)                                        +810417
Ricoh Europe B.V.                                                   +848784
Riedel-de Haen Chemikalien 24-Std Schnelliefers.                    +6710
Ritz-Carlton Hotels                                                 +812334
Robert Bosch GmbH, Betriebskrankenkasse                             +4748
Robert Bosch Hausgeraete GmbH, Brigitte Schaberick                  +865179
Robert E. Schack P.A.                                               +811464
Rochester Electronics                                               +810564
Roedler GmbH                                                        +5856
Rohr SkiExpress                                                     +2011
Rohr-Fuchs Rohrreinigung GmbH, Stuttgart                            +835565
Rohrreinigung Einsatzzentrale                                       +5828
Rohrreinigung Einsatzzentrale                                       +7313
ROLANDAIR                                                           +6966
Rollotron Rolladenantriebe                                          +859090
ROMAT Rohrreinigung                                                 +5754
Rotaprint Service GmbH & Co Drucktechnikvertrieb                    +2031
Roth, Firma Karl, Reichenbach                                       +5699
Roto Frank AG, Leinfelden-Echterdingen                              +857388
Rover Info-Service                                                  +7565
Rover Info-Service                                                  +7686
Rover Info-Service, Autos                                           +9808
Rover Mobilitaetsgarantie                                           +4090
Royal Appliance (??)                                                +860303
Royal Classic Hotels                                                +852209
RSS Rohrreinigungs GmbH                              (,062,070-078) +7900
RSV Peripherals Inc. Tustin, CA (Speichererw.)                      +810669
RTL Radio Hoererwuensche                                            +4868
Rugted Digital                                                      +812072
RWE Energie Beratung                                                +825791
Saab                                                                +838538
Saab Infoline                                                       +840304
SABA Ersatzteildienst (allg. Ausk., Best. mit Best-Nr. u. KN)       +2344
Sadolin GmbH Auftragsannahme                                        +4357
Safety Clean Corp. Headquarters (Illinois?) (MFV)                   +814153
Sales Logic automated voice mail system (MFV)        VM             +817698
Salsbury Laboratories                                               +3057
Samat                                                               +810051
Same Day Courier Service                                            +828180
Sandoz AG Nuernberg, Servicetelefon                                 +6222
Sands Realty Inc.                                                   +810621
Sandvik GmbH Stahl Direktverkauf Anschluss 1                        +4301
Sandvik GmbH Stahl Direktverkauf Anschluss 2                        +5027
Sanol GmbH Arzneimittelherstellung                                  +6101
Sanrio GmbH                                                         +5434
Sapura - Telefone                                                   +836837
SAS International Hotels, Duesseldorf                               +3933
SAT 1 Meldungen von selbstgedr. Katastrophenvideos                  +850860
SAT-1, Superball                                                    +838484
SAT.1 "Bitte Melde Dich" (Anruf zur Sendung)                        +2000
SAT.1 - Zuschauer-Hotline zur Sendung "Frauen!"/s. VT-Seite 374     +112529
SAT1 Klip-Klap                                                      +3772
Satelli-Line Info Dienste GmbH (MFV)                                +857329
SATO, Frankfurt/M.                                                  +2723
Saturn-Hansa Info-Hotline                                           +856338
Sauer GmbH, Manfred                                                 +854381
Scandic Crown Hotels Reservation Service                            +829292
Schering AG, Berlin                                                 +821600
Schering AG, Berlin                                                 +821700
Schering AG, Gebiet Nord-NW                                         +821000
Schering AG, Pharma Deutschland Verkauf                             +821800
Schering AG, Pharma, Team Bayern/BW                                 +821500
Schiller Incorporated                                               +810439
Schimmelpfeng Kun                                                   +4040
Schimmelpfeng Kundenservice Wirtschaftsauskuenfte                   +7990
Schneider GmbH, Hans-Joachim                                        +4244
Scholz, Rita Privatdetektivin                                       +861284
Schrader & Co., Paul, Bremen (Tee)                                  +2700
Schraubenwerk Geisbach, Waldenburg (+49 7942 1000)  F?              +2120
Schuler - St. Jakobskellerei - (Teure Weine)                        +844774
Schwangerschafts- Beratungsservice "Alles clear"                    +833322
Schwarzhaupt GmbH & Co KG, Koeln                                    +861291
Schweizer Verkehrsbuero                                             +861314
Schwenk, Firma, Abteilung Versand                                   +5577
Scuba Reisen                                                        +7708
SDI (?)                                                             +814750
Seagram Deutschland GmbH Anschluss2                                 +3722
Seagram Deutschland GmbH, Eltville, Anschluss1                      +4151
Seat Gewinnspiel                                                    +4005
Seat Info-Service Duesseldorf Ibiza Probefahrt                      +7705
Seat Probefahrt Center                                              +4409
Security Service Call Plus Line (MFV)                               +810100
Securvita Versicherungsmakler GmbH, Hamburg                         +844144
Seefunkdienst Elbe Weser Radio, Cuxhaven                            +800323
Seefunkdienst Norddeich Radio, Norden                               +800321
Seefunkdienst Ruegen Radio                                          +800322
Segishi (?) Travel                                                  +817953
SEL Alcatel, Ulm                                                    +2356
Senden GmbH, Uhrenfabrik, Verkauf, Service                          +7466
Sensoflex Betten (Rummel Matratzen GmbH & Co)                       +840444
Serif Europe, Nottingham (Software)                  F              +817482
Serif Europe, Nottingham (Software)                  V              +817483
Serva Feinchemikalien                                               +7047
Service 24 GmbH                                                     +2003
Servicecenter der Abendzeitung                                      +2400
Sex-Beratung fuer Jugendliche  Mo-Fr 15-17h sonst AB                +3431
SG GmbH (Geschaeftsuebernahmen)                                     +839729
Shangri-La International                                            +856649
Shaw Industries Inc.,Dalton GA, USA, DATA 14.4 7N1   D              +817616
Shell Agrar GmbH & Co KG                  (026,027,056,060-079,093) +2730
Sheraton Hotelbetriebsges. mbH Worldwide                            +853535
SIDHUN Biologische Haar- und Hautpflege GmbH                        +2690
Siedle Gebaeudekommunikation, Marketing-Abteilung                   +827943
Siemens AG D-Sued Verbrauchsmaterialserv.     (060,061,069,091-099) +2840
Siemens AG Instandsetzung Telefone                                  +6660
Siemens AG Mobiltelefone                                            +849393
Siemens AG Service- und Wartungsleitstelle                          +2810
Siemens AG Service-Telefon Telefonprodukte                          +6600
Siemens AG, Werk Witten                                             +850200
Siemens AG, Werk Witten                                             +850300
Siemens Dortmund                                                    +838366
Siemens Halbleiterdistribution, Muenchen                            +5655
Siemens Infocenter (Informationsmaterial)                           +3621
Siemens Telefonservice (MFV)                                        +7700
Siemens-Nixdorf 2                                                   +5025
Sigma Chemie GmbH                                                   +5155
Sigma Chemie GmbH                                    F              +6490
Sigma Chemie GmbH Bulk-Abteilung (Grossauftraege)                   +828382
Signal Leistungsdienst KF                                           +2250
Silicon Graphics Express                                            +811011
Silicon Graphics System B (MFV)                      VM             +812516
Silverplatter Information                                           +810898
Simon Laan                                                          +812080
Singapore Airlines                                                  +6180
Sita, Firma, Hamburg                                                +845312
Sixt-Budget Autovermietung Reservierungszentrale                    +3366
Sixt-Budget Autovermietung, Hauptverwaltung                         +5880
Skandia Leben (Versicherung)                                        +5551
Soft 130 Softwareversand, Duesseldorf                               +3237
Softhouse GmbH, Bad Camberg (Versandhandel)                         +821110
Softlab's (?) (MFV)                                  VM             +815479
Softmail                                                            +811669
Softmail                                             F              +815871
Software Publishing Corp. Customer Response Center                  +810537
Software Publishing GmbH (SPC) Deutschl, Ettlingen                  +841010
Software Wings, Pfronten - kommerz. Software                        +866422
Softwareindustrie Deutschland                                       +4321
Solid Computer GmbH, Oberschleissheim (MFV)                         +865152
Soloflex (MFV)                                                      +817040
Soloflex (MFV)                                                      +817041
Sonesto Hotel                                                       +856648
Sotrama                                                             +811705
Sovereign Tax Free Sales                                            +854496
Sparda Bank Karlsruhe, telef. Auftragsdienst                        +830066
Specialix                                                           +816274
Spedition Drebinger, Herzogenaurach                                 +830204
Spedition Gerhardt                                                  +810150
Spedition Husch                                                     +810160
Spedition Keck, Baiersbronn                                         +845084
Spedition Klees, Luenen                                             +3871
Spedition Koeppen                                                   +4820
Spedition Koobs Holland, NL                                         +853865
Spedition Mueller                                                   +2191
Spedition von den Ersen B.V.                                        +810434
Spedition Weckerle                                                  +869950
Spezial Electronik Bauelemente Wuttke KG                            +2823
Spezial-Elektronik KG Bestellservice                 F              +6614
SPI Software Products International GmbH, Muenchen                  +868986
Spiegel Verlag                                                      +863008
Spiess, W. Schuhfabrik Beteiligungs-GmbH                            +5091
Splunter Transporten BV W. van                                      +811518
Sprach-Info-System 2000 (MFV-ID)                                    +6788
Squibb von Heyden GmbH ConvaTec-Division Muenchen                   +2600
SRID Reisen / Telesales                                             +848040
SSI Support International GmbH Clinitron Therapie                   +2343
SSP OB Ltd. (Wettannahme)                                           +812212
St. Euro Sporting                                                   +856635
St. Jakobskellerei Schuler & Cie AG Schwyz                          +4774
St. Petersburg Beach Rental (Florida?)                              +819873
Stan Corporation                                                    +817116
Star Collection, Erotikhandel (K. Buchholz)                         +2390
Starkey Laboratories (Germany) GmbH                                 +3304
Steffen Moebel-AG                                                   +6383
Steigenberger Hotels AG Reservierungen (MFV)                        +4400
Steinbock Boss (Gabelstapler), Servicetel. & FAX                    +6717
Stephenson & Associates Inc., J.L.                                  +810291
Stepper + Ide GmbH                                                  +6066
STI Uptronics                                                       +812074
Stiftung Warentest, Vertrieb                                        +5999
Stihl KG, Vertriebszentrale, Dieburg                                +3405
Stihl KG, Vertriebszentrale, Dieburg                                +3406
Stihl KG, Vertriebszentrale, Dieburg, Bestellservi                  +3407
Stihl KG, Vertriebszentrale, Dieburg, Bestellservi                  +3408
Still, Stapler Service                                              +2223
Stinnes Baumarkt "Azubi Telefon" Berlin                             +818384
Stinnes Touristic Representations GmbH (Frankfurt)                  +821182
Stoeckert Instrumente, Service Abteilung                            +818183
Stoep Umwelttechnik GmbH                                            +2296
Stolz Instrument GmbH, Heidelberg                                   +4841
STOP GmbH Computer-Vertrieb, Ingolstadt                             +826548
STOP GmbH Computer-Vertrieb, Ingolstadt (FAX)                       +826544
Storage Dimensions (MFV)                             VM             +810767
Studiosus Reisen                                                    +2400
Stuttgarter Bank Service-Telefon                                    +820212
Subaru Deutschland GmbH                                             +2666
Subaru Deutschland GmbH                                             +830313
SUCCESS Aktionstelefon 20.01.93 Reemtsma                            +860910
SUCCESS-Telefon Lidl & Schwarz                                      +852724
Suchard Tobler Vertriebs-GmbH, Ber. Fachh. (MFV)                    +2026
Suedavia Fluggesellschaft mbH                                       +3696
Sueddeutsche Klassenlotterie                                        +6466
Sueddeutsche Zeitung                                                +3733
Suedwest 3 Sendung "Traeume unterm Hammer"                          +849084
Sun (?) Software Licencing Centre (GB)                              +814733
Sun Express                                                         +816191
Sun Inc. Company                                                    +817718
Sun Microsystems Computer                            V              +818366
Sunil, Omo, Corall                                                  +860860
Sunil, Omo, Corall Messbecherbestellung                             +840840
Sunleigh Electronics Anschluss1                                     +811369
Sunleigh Electronics Anschluss2                                     +811379
SunSelect                                                           +814201
SunSoft                                                             +813862
SuperMac-Infoline                                                   +863450
Supertalk GmbH, Hamburg                                             +800377
Sussholz Diamonds Export geschliffener Diamanten                    +810213
SVB Shareware Verlag GmbH, 38xxx Braunschweig                       +840707
Svt Brandschutz Vertriebsgesellschaft mbH                           +7552
Swan Computer                                                       +846000
SWD/NWD Klassenlotterie 'Glueckskontor'                             +6565
Swedish Post                                                        +859046
Swedish Telecom International                                       +810070
Swifte ICC, Genf                                                    +814794
Swiss America                                                       +810097
Swissotel Hotelreservierung                                         +2673
Sybase GmbH                                                         +833515
System Integrators Inc., Sacramento, Ca (MFV)                       +811559
T.A.T European Airlines, Frankfurt/M.                               +853185
T.E.S.T. Hotelservice GmbH, Berlin                                  +7378
TA Olivetti GmbH Systems u. Network                                 +3414
Talkline                                                            +824142
Talkline Info Dienste Elmshorn                                      +800250
Tandem Computers Inc.                                               +815194
Tankschutz-Service H. Remshagen GmbH                          (022) +811616
